구분,과목코드,분반,교과목명,담당교수,강의시간,학점,수강인원,제한인원
전공(공공인재대학/문헌정보학과),225017,01,도서관정책론,이정호,목14:30-17:30,3,,
전공(공공인재대학/문헌정보학과),225026,01,캡스톤디자인(지역사회와공공도서관),심효정,수13:30-17:30,3,,
전공(보건과학대학/의생명과학과),742500,01,의생명과학입문,홍승택,"월15:30-17:00,목15:30-17:00",3,,
전공(보건과학대학/의생명과학과),744027,01,인체조직학및실험,김호,"화11:30-13:30,수11:30-13:30",3,,
전공(보건과학대학/의생명과학과),744027,02,인체조직학및실험,김호,"목11:30-13:30,금11:30-13:30",3,,
전공(보건과학대학/의생명과학과),741104,01,세포생물학,장종수,"월13:30-15:00,목13:30-15:00",3,,
전공(보건과학대학/의생명과학과),742087,01,면역학,김호,"월10:00-11:30,화14:00-15:30",3,,
전공(보건과학대학/의생명과학과),742601,01,유기화학기초,홍승택,"월11:30-13:00,수15:30-17:00",3,,
전공(보건과학대학/의생명과학과),742602,01,화학분석,채원석,목10:00-13:00,3,,
전공(보건과학대학/의생명과학과),744011,01,동물비교형태학및실험,배윤환,"화11:30-13:30,수13:30-15:30",3,,
전공(보건과학대학/의생명과학과),744029,01,보건환경생물학,김용재,"화10:00-11:30,수10:00-11:30",3,,
전공(보건과학대학/의생명과학과),741043,01,생태학및실험,김용재,"월15:30-17:30,수15:30-17:30",3,,
전공(보건과학대학/의생명과학과),742012,01,발생학,김호,"월11:30-13:00,화16:00-17:30",3,,
전공(보건과학대학/의생명과학과),744032,01,의학보건독성학,배윤환,"화14:00-15:30,목10:00-11:30",3,,
전공(보건과학대학/의생명과학과),741046,01,미생물학및실험,장종수,"화09:30-11:30,금09:30-11:30",3,,
전공(보건과학대학/의생명과학과),744017,01,조류와자원,김용재,"화15:30-17:30,목09:30-10:30",3,,
전공(보건과학대학/의생명과학과),744025,01,종양생물학,김호,"월14:00-15:30,목14:00-15:30",3,,
전공(보건과학대학/간호학과),771002,01,간호학개론,양화미,목13:30-15:30,2,,
전공(보건과학대학/간호학과),771002,02,간호학개론,양화미,목15:30-17:30,2,,
전공(보건과학대학/간호학과),771003,01,심리학의이해,김수미,월11:30-13:30,2,,
전공(보건과학대학/간호학과),771003,02,심리학의이해,김수미,월13:30-15:30,2,,
전공(보건과학대학/간호학과),771069,01,다문화의이해,강순남,수09:30-11:30,2,,
전공(보건과학대학/간호학과),771069,02,다문화의이해,강순남,수11:30-13:30,2,,
전공(보건과학대학/간호학과),771009,01,인간관계와의사소통,김수미,화11:30-13:30,2,,
전공(보건과학대학/간호학과),771009,02,인간관계와의사소통,김수미,화13:30-15:30,2,,
전공(보건과학대학/간호학과),771011,01,병원미생물학,김미리,수13:30-15:30,2,,
전공(보건과학대학/간호학과),771011,02,병원미생물학,김미리,수11:30-13:30,2,,
전공(보건과학대학/간호학과),771015,01,간호와영양,구민경,목14:30-15:30,1,,
전공(보건과학대학/간호학과),771070,01,비판적사고와간호과정,오영경,금09:30-11:30,2,,
전공(보건과학대학/간호학과),771070,02,비판적사고와간호과정,오영경,금11:30-13:30,2,,
전공(보건과학대학/간호학과),771081,01,보완대체요법,구민경,목15:30-16:30,1,,
전공(보건과학대학/간호학과),771084,01,기본간호학Ⅰ,구민경,월09:30-11:30,2,,
전공(보건과학대학/간호학과),771084,02,기본간호학Ⅰ,구민경,월11:30-13:30,2,,
전공(보건과학대학/간호학과),771085,01,기본간호학실습Ⅰ,구민경,화09:30-11:30,1,,
전공(보건과학대학/간호학과),771085,02,기본간호학실습Ⅰ,오수일,수11:30-13:30,1,,
전공(보건과학대학/간호학과),771085,03,기본간호학실습Ⅰ,장경민,목09:30-11:30,1,,
전공(보건과학대학/간호학과),771085,04,기본간호학실습Ⅰ,장경민,목11:30-13:30,1,,
전공(보건과학대학/간호학과),771085,05,기본간호학실습Ⅰ,구민경,금09:30-11:30,1,,
전공(보건과학대학/간호학과),772501,01,해부생리학Ⅱ,김미리,화13:30-15:30,2,,
전공(보건과학대학/간호학과),772501,02,해부생리학Ⅱ,김미리,화11:30-13:30,2,,
전공(보건과학대학/간호학과),771027,01,성인간호학2,이정실,월11:30-13:30,2,,
전공(보건과학대학/간호학과),771027,02,성인간호학2,이정실,수11:30-13:30,2,,
전공(보건과학대학/간호학과),771028,01,여성건강간호학1,김성희,목09:30-12:30,3,,
전공(보건과학대학/간호학과),771028,02,여성건강간호학1,김성희,화09:30-12:30,3,,
전공(보건과학대학/간호학과),771029,01,아동간호학2,홍정민,금09:30-11:30,2,,
전공(보건과학대학/간호학과),771029,02,아동간호학2,홍정민,월11:30-13:30,2,,
전공(보건과학대학/간호학과),771030,01,정신간호학1,김재희,화09:30-12:30,3,,
전공(보건과학대학/간호학과),771030,02,정신간호학1,김재희,목09:30-12:30,3,,
전공(보건과학대학/간호학과),771031,01,보건교육,류현숙,수09:30-11:30,2,,
전공(보건과학대학/간호학과),771032,01,성인간호학실습1,이정실,목13:30-19:15,2,,
전공(보건과학대학/간호학과),771032,02,성인간호학실습1,이정실,월13:30-19:15,2,,
전공(보건과학대학/간호학과),771032,03,성인간호학실습1,이정실,금11:30-17:30,2,,
전공(보건과학대학/간호학과),771033,01,여성건강간호학실습1,김성희,수11:30-17:30,2,,
전공(보건과학대학/간호학과),771033,02,여성건강간호학실습1,김성희,금11:30-17:30,2,,
전공(보건과학대학/간호학과),771033,03,여성건강간호학실습1,김성희,화13:30-19:15,2,,
전공(보건과학대학/간호학과),771034,01,아동간호학실습1,홍정민,금11:30-17:30,2,,
전공(보건과학대학/간호학과),771034,02,아동간호학실습1,홍정민,화13:30-19:15,2,,
전공(보건과학대학/간호학과),771034,03,아동간호학실습1,홍정민,월13:30-19:15,2,,
전공(보건과학대학/간호학과),772502,01,건강증진과정책,류현숙,월09:30-11:30,2,,
전공(보건과학대학/간호학과),771024,01,간호정보학,장경민,금12:30-13:30,1,,
전공(보건과학대학/간호학과),771024,02,간호정보학,장경민,금11:30-12:30,1,,
전공(보건과학대학/간호학과),771047,01,성인간호학4,강정희,월09:30-11:30,2,,
전공(보건과학대학/간호학과),771047,02,성인간호학4,강정희,목11:30-13:30,2,,
전공(보건과학대학/간호학과),771048,01,지역사회간호학2,류현숙,월11:30-14:30,3,,
전공(보건과학대학/간호학과),771048,02,지역사회간호학2,류현숙,화09:30-12:30,3,,
전공(보건과학대학/간호학과),771052,01,시뮬레이션실습2,홍정민,목11:30-13:30,1,,
전공(보건과학대학/간호학과),771052,02,시뮬레이션실습2,오영경,목11:30-13:30,1,,
전공(보건과학대학/간호학과),771052,03,시뮬레이션실습2,홍정민,목09:30-11:30,1,,
전공(보건과학대학/간호학과),771052,04,시뮬레이션실습2,이정실,목09:30-11:30,1,,
전공(보건과학대학/간호학과),771052,05,시뮬레이션실습2,이정실,금09:30-11:30,1,,
전공(보건과학대학/간호학과),771053,01,성인간호학실습3,강정희,화13:30-19:15,2,,
전공(보건과학대학/간호학과),771053,02,성인간호학실습3,강정희,수13:30-19:15,2,,
전공(보건과학대학/간호학과),771053,03,성인간호학실습3,강정희,목13:30-19:15,2,,
전공(보건과학대학/간호학과),771058,01,지역사회간호학실습1,류현숙,금14:30-17:30,1,,
전공(보건과학대학/간호학과),771058,02,지역사회간호학실습1,류현숙,화13:30-16:30,1,,
전공(보건과학대학/간호학과),771058,03,지역사회간호학실습1,류현숙,수13:30-16:30,1,,
전공(보건과학대학/간호학과),771062,01,정신간호학실습2,김재희,수09:30-12:30,1,,
전공(보건과학대학/간호학과),771062,02,정신간호학실습2,김재희,목13:30-16:30,1,,
전공(보건과학대학/간호학과),771062,03,정신간호학실습2,김재희,월11:30-14:30,1,,
전공(보건과학대학/간호학과),771064,01,노인간호학실습,양화미,월15:30-18:25,1,,
전공(보건과학대학/간호학과),771064,02,노인간호학실습,양화미,금14:30-17:30,1,,
전공(보건과학대학/간호학과),771064,03,노인간호학실습,양화미,수16:30-19:15,1,,
전공(보건과학대학/간호학과),771065,01,노인간호학,양화미,화11:30-12:30,1,,
전공(보건과학대학/간호학과),771065,02,노인간호학,양화미,월09:30-10:30,1,,
전공(보건과학대학/간호학과),771077,01,간호관리학Ⅰ,양화미,화09:30-11:30,2,,
전공(보건과학대학/간호학과),771077,02,간호관리학Ⅰ,양화미,수09:30-11:30,2,,
전공(보건과학대학/간호학과),771080,01,호스피스간호,장경민,수12:30-13:30,1,,
전공(보건과학대학/간호학과),771082,01,상담이론과실제,김수미,금13:30-14:30,1,,
전공(보건과학대학/간호학과),772601,01,안전과간호,양화미,금11:30-12:30,1,,
전공(보건과학대학/간호학과),772601,02,안전과간호,양화미,금12:30-13:30,1,,
전공(보건과학대학/스포츠건강과학과),761003,01,체육원리,김흥태,"화10:00-11:30,수13:30-15:00",3,,
전공(보건과학대학/스포츠건강과학과),762500,01,건강과운동의이해,김흥태,"화15:30-17:00,수12:00-13:30",3,,
전공(보건과학대학/스포츠건강과학과),762601,01,플로어볼지도법,김세웅,월11:30-14:30,2,,
전공(보건과학대학/스포츠건강과학과),762601,02,플로어볼지도법,김세웅,월14:30-17:30,2,,
전공(보건과학대학/스포츠건강과학과),764025,01,스포츠생리학,안근희,"화13:30-15:00,목13:30-15:00",3,,
전공(보건과학대학/스포츠건강과학과),764032,01,건강생활과구기스포츠,김흥태,금09:30-12:30,2,,
전공(보건과학대학/스포츠건강과학과),762005,01,운동처방론,안근희,"월13:30-15:00,금09:30-11:00",3,,
전공(보건과학대학/스포츠건강과학과),762011,01,전문실기I,김세웅,화11:30-14:30,2,,
전공(보건과학대학/스포츠건강과학과),762011,02,전문실기I,김세웅,화14:30-17:30,2,,
전공(보건과학대학/스포츠건강과학과),762501,01,웨이트트레이닝Ⅰ,김세웅,수09:30-12:30,2,,
전공(보건과학대학/스포츠건강과학과),764028,01,스포츠실기지도법,김흥태,목09:30-12:30,2,,
전공(보건과학대학/스포츠건강과학과),764028,02,스포츠실기지도법,김흥태,목13:30-16:30,2,,
전공(보건과학대학/스포츠건강과학과),764037,01,스포츠건강윤리,김세웅,"월09:30-11:00,화09:30-11:00",3,,
전공(보건과학대학/스포츠건강과학과),762022,01,운동역학,윤영선,"월13:30-15:00,수12:00-13:30",3,,
전공(보건과학대학/스포츠건강과학과),762025,01,스포츠의학,안근희,월17:30-18:25,3,,
전공(보건과학대학/스포츠건강과학과),762602,01,AI와스포츠데이터분석실습,윤영선,"월09:30-11:30,수09:30-11:30",3,,
전공(보건과학대학/스포츠건강과학과),764036,01,수영및하계건강스포츠실습,윤영선,"목14:30-16:30,금11:30-12:30",2,,
전공(보건과학대학/스포츠건강과학과),762052,01,스포츠철학및문화사,윤영선,"월11:30-12:30,목11:30-13:30",3,,
전공(보건과학대학/스포츠건강과학과),764016,01,체육정책및행정론,김흥태,화19:15-20:05,3,,
전공(보건과학대학/스포츠건강과학과),764040,01,캡스톤디자인(퍼스널트레이닝지도및실습),안근희,"월09:30-11:30,목09:30-11:30",3,,
전공(보건과학대학/식품영양학과),752053,01,식품영양학개론,최진희,월13:30-15:30,2,,
전공(보건과학대학/식품영양학과),752066,01,제과제빵실습,남세현,화10:30-13:30,2,,
전공(보건과학대학/식품영양학과),752001,01,인체생리학,식품강사1,"월13:30-15:00,화10:00-11:30",3,,
전공(보건과학대학/식품영양학과),752002,01,식품분석및실험,주신윤,"화11:30-13:30,금11:30-13:30",3,,
전공(보건과학대학/식품영양학과),752020,01,유기화학,최진희,"월15:30-17:00,목14:00-15:30",3,,
전공(보건과학대학/식품영양학과),752037,01,지역사회영양학,최경숙,"월12:00-13:30,목12:00-13:30",3,,
전공(보건과학대학/식품영양학과),754013,01,외국조리실습,주신윤,수14:30-17:30,2,,
전공(보건과학대학/식품영양학과),751006,01,영양학I,식품강사1,"화13:30-15:00,금11:30-13:00",3,,
전공(보건과학대학/식품영양학과),751007,01,식품화학I,주신윤,"수10:00-11:30,금10:00-11:30",3,,
전공(보건과학대학/식품영양학과),752016,01,조리과학및실험,주신윤,"수11:30-13:30,목13:30-15:30",3,,
전공(보건과학대학/식품영양학과),752016,02,조리과학및실험,주신윤,"화09:30-11:30,목11:30-13:30",3,,
전공(보건과학대학/식품영양학과),752034,01,식품가공및저장학,최진희,"수14:00-15:30,목10:00-11:30",3,,
전공(보건과학대학/식품영양학과),752038,01,영양판정및실험,최경숙,"화11:30-13:30,목15:30-17:30",3,,
전공(보건과학대학/식품영양학과),752017,01,영양교육및상담실습,이희정,화13:30-17:30,3,,
전공(보건과학대학/식품영양학과),752040,01,임상영양학,식품강사1,"월11:30-13:00,목10:00-11:30",3,,
전공(보건과학대학/식품영양학과),752051,01,발효식품학,최진희,수09:30-11:30,2,,
전공(보건과학대학/식품영양학과),754014,01,캡스톤디자인(식품영양),최경숙,월13:30-17:30,3,,
전공(보건과학대학/보건경영학과),755001,01,의학용어(1),이은미,"화12:00-13:30,목12:00-13:30",3,,
전공(보건과학대학/보건경영학과),755002,01,보건학,이윤경,"수09:30-11:00,금09:30-11:00",3,,
전공(보건과학대학/보건경영학과),755003,01,보건행정학,김동하,"화14:00-15:30,목14:00-15:30",3,,
전공(보건과학대학/보건경영학과),755007,01,의료병리학,이은미,"월12:00-13:30,수12:00-13:30",3,,
전공(보건과학대학/보건경영학과),755008,01,병원경영학,김동하,"월09:30-11:00,금09:30-11:00",3,,
전공(보건과학대학/보건경영학과),755009,01,보건의료통계,이윤경,"화09:30-11:30,목09:30-11:30",3,,
전공(보건과학대학/보건경영학과),755010,01,의료의질관리,손정연,목11:30-13:30,2,,
전공(보건과학대학/보건경영학과),755011,01,보건의료커뮤니케이션,손정연,목13:30-15:30,2,,
전공(보건과학대학/보건경영학과),755017,01,병원회계,이윤경,"화12:00-13:30,목12:00-13:30",3,,
전공(보건과학대학/보건경영학과),755018,01,병원마케팅,강희원,금09:30-11:30,2,,
전공(보건과학대학/보건경영학과),755019,01,질병및의료행위분류,이은미,"화09:30-11:30,목09:30-11:30",2,,
전공(보건과학대학/보건경영학과),755020,01,보건의료조직관리,강희원,월09:30-11:30,2,,
전공(보건과학대학/보건경영학과),755021,01,의무기록전사,양지연,금13:30-15:30,2,,
전공(보건과학대학/보건경영학과),755022,01,보건사업관리,김동하,월11:30-13:30,2,,
전공(보건과학대학/보건경영학과),755029,01,보건의료법,강희원,"월12:00-13:30,수12:00-13:30",3,,
전공(보건과학대학/보건경영학과),755030,01,의무기록정보분석실무,이은미,"월09:30-11:30,수09:30-11:30",3,,
전공(보건과학대학/보건경영학과),755031,01,보건의료정보관리실무,양지연,금09:30-13:30,3,,
전공(보건과학대학/보건경영학과),755033,01,역학및건강증진,강희원,화13:30-15:30,2,,
전공(보건과학대학/보건경영학과),757500,01,캡스톤디자인(보건프로그램개발및평가),김동하,화10:00-13:00,2,,
전공(보건과학대학/데이터사이언스학과),716027,01,인공지능을위한수학Ⅱ,이정례,"화10:00-11:30,목10:00-11:30",3,,
전공(보건과학대학/에코응용화학전공),731016,01,유기화학실험,홍승택,목09:30-13:30,3,,
전공(보건과학대학/에코응용화학전공),732043,01,유기반응론,홍승택,"월13:30-15:00,목13:30-15:00",3,,
전공(보건과학대학/에코응용화학전공),732087,01,생화학,홍승택,"화10:00-11:30,수13:30-15:00",3,,
전공(보건과학대학/에코응용화학전공),734056,01,기능성소재학1,박성호,"월10:00-11:30,화11:30-13:00",3,,
전공(보건과학대학/에코응용화학전공),734061,01,바이오센서공학,홍승택,"화11:30-13:00,수11:30-13:00",3,,
전공(보건과학대학/에코응용화학전공),734063,01,FL:응용재료학,박성호,"월15:30-17:00,화10:00-11:30",3,,
전공(보건과학대학/에코응용화학전공),734067,01,생활화학제품제조학실습,채원석,수13:30-17:30,3,,
전공(AI융합대학/스마트모빌리티전공),650034,01,모빌리티수학Ⅰ,이민수,"수10:00-11:30,목11:30-13:00",3,,
전공(AI융합대학/스마트모빌리티전공),650034,02,모빌리티수학Ⅰ,이민수,"수11:30-13:00,목10:00-11:30",3,,
전공(AI융합대학/스마트모빌리티전공),652500,01,미래모빌리티,이민수,"화14:00-15:30,금10:00-11:30",3,,
전공(AI융합대학/스마트모빌리티전공),650005,01,융합프로그래밍언어Ⅰ,권성재,"월11:30-13:00,화11:30-13:00",3,,
전공(AI융합대학/스마트모빌리티전공),650037,01,스마트디지털공학Ⅰ,김종원,수09:30-13:30,3,,
전공(AI융합대학/스마트모빌리티전공),650038,01,스마트회로해석Ⅰ,김효구,월13:30-17:30,3,,
전공(AI융합대학/스마트모빌리티전공),652602,01,오픈소스SWⅠ,정인혜,"월10:00-11:30,화10:00-11:30",3,,
전공(AI융합대학/스마트모빌리티전공),650015,01,융합임베디드시스템Ⅰ,이관형,"월11:30-13:30,화11:30-13:30",3,,
전공(AI융합대학/스마트모빌리티전공),650016,01,데이터처리프로그램Ⅰ,스마강사11,"월14:00-15:30,화14:00-15:30",3,,
전공(AI융합대학/스마트모빌리티전공),650018,01,디지털HDL코딩,권성재,"월10:00-11:30,화10:00-11:30",3,,
전공(AI융합대학/스마트모빌리티전공),650020,01,융합전자회로실험Ⅰ,권성재,금09:30-13:30,3,,
전공(AI융합대학/스마트모빌리티전공),652606,01,드론항법시스템,이관형,"월15:30-17:30,목13:30-15:30",3,,
전공(AI융합대학/스마트모빌리티전공),652607,01,피지컬AIⅠ,스마강사11,"수14:00-15:30,목10:00-11:30",3,,
전공(AI융합대학/스마트모빌리티전공),650044,01,캡스톤디자인(모빌리티와융합IPⅠ),이관형,수13:30-17:30,3,,
전공(AI융합대학/스마트모빌리티전공),652611,01,드론매핑,이관형,목09:30-13:30,3,,
전공(AI융합대학/컴퓨터공학전공),565006,01,컴퓨터프로그래밍기초,정문성,"월09:30-11:00,수09:30-11:00",3,,
전공(AI융합대학/컴퓨터공학전공),565023,01,컴퓨터공학입문,장윤석,"월13:30-15:00,금13:30-15:00",3,,
전공(AI융합대학/컴퓨터공학전공),565023,02,컴퓨터공학입문,정문성,"월11:30-13:00,수11:30-13:00",3,,
전공(AI융합대학/컴퓨터공학전공),561103,01,자료구조,박정규,"월15:30-17:30,화11:30-13:30",3,,
전공(AI융합대학/컴퓨터공학전공),561103,02,자료구조,박정규,"수13:30-15:30,목13:30-15:30",3,,
전공(AI융합대학/컴퓨터공학전공),562601,01,iOS프로그래밍,박정규,"월10:00-11:30,화09:30-11:00",3,,
전공(AI융합대학/컴퓨터공학전공),562601,02,iOS프로그래밍,박정규,"월13:30-15:00,화13:30-15:00",3,,
전공(AI융합대학/컴퓨터공학전공),565010,01,논리회로및실습,장윤석,"월11:30-13:30,금11:30-13:30",3,,
전공(AI융합대학/컴퓨터공학전공),565010,02,논리회로및실습,장윤석,"월09:30-11:30,금09:30-11:30",3,,
전공(AI융합대학/컴퓨터공학전공),565011,01,자바프로그래밍,김정민,"월13:30-15:00,화15:30-17:00",3,,
전공(AI융합대학/컴퓨터공학전공),565011,02,자바프로그래밍,김정민,"수13:30-15:00,목13:30-15:00",3,,
전공(AI융합대학/컴퓨터공학전공),565017,01,프론트엔드웹디자인,김정민,"수09:30-11:00,목09:30-11:00",3,,
전공(AI융합대학/컴퓨터공학전공),565017,02,프론트엔드웹디자인,김정민,"수15:30-17:00,목15:30-17:00",3,,
전공(AI융합대학/컴퓨터공학전공),561041,01,운영체제론,이시진,"월10:00-11:30,목10:00-11:30",3,,
전공(AI융합대학/컴퓨터공학전공),561041,02,운영체제론,이시진,"월13:30-15:00,목13:30-15:00",3,,
전공(AI융합대학/컴퓨터공학전공),561052,01,컴퓨터알고리즘,박정규,"수11:30-13:00,목11:30-13:00",3,,
전공(AI융합대학/컴퓨터공학전공),561052,02,컴퓨터알고리즘,박정규,"수15:30-17:00,목15:30-17:00",3,,
전공(AI융합대학/컴퓨터공학전공),562062,01,데이터베이스론,신판섭,"수10:00-11:30,금10:00-11:30",3,,
전공(AI융합대학/컴퓨터공학전공),562062,02,데이터베이스론,신판섭,"수13:30-15:00,금13:30-15:00",3,,
전공(AI융합대학/컴퓨터공학전공),562136,01,게임프로그래밍,김정민,"월15:30-17:30,화13:30-15:30",3,,
전공(AI융합대학/컴퓨터공학전공),565012,01,임베디드시스템응용,장윤석,화09:30-12:30,3,,
전공(AI융합대학/컴퓨터공학전공),562076,01,분산.객체시스템설계,신판섭,"화09:30-11:30,목09:30-11:30",3,,
전공(AI융합대학/컴퓨터공학전공),562076,02,분산.객체시스템설계,신판섭,"화13:30-15:30,목13:30-15:30",3,,
전공(AI융합대학/컴퓨터공학전공),565014,01,리눅스시스템,이시진,"수13:30-15:30,금13:30-15:30",3,,
전공(AI융합대학/컴퓨터공학전공),565014,02,리눅스시스템,이시진,"수09:30-11:30,금09:30-11:30",3,,
전공(AI융합대학/AI빅데이터전공),567032,01,AI빅데이터와융합IP,정종진,목13:30-16:30,3,,
전공(AI융합대학/AI빅데이터전공),567034,01,컴퓨터프로그래밍(C언어),유승호,목09:30-12:30,3,,
전공(AI융합대학/AI빅데이터전공),567005,01,데이터기반프로그래밍(2),김승현,"수09:30-11:30,금09:30-11:30",3,,
전공(AI융합대학/AI빅데이터전공),567006,01,프론트엔드웹설계,홍명덕,월13:30-17:30,3,,
전공(AI융합대학/AI빅데이터전공),567007,01,빅데이터분석입문,서혜선,화09:30-13:30,3,,
전공(AI융합대학/AI빅데이터전공),567008,01,데이터구조의이해,손방용,화13:30-16:30,3,,
전공(AI융합대학/AI빅데이터전공),567016,01,엣지컴퓨팅,김종원,수13:30-17:30,3,,
전공(AI융합대학/AI빅데이터전공),567018,01,빅데이터수리통계,손방용,목10:00-13:00,3,,
전공(AI융합대학/AI빅데이터전공),567020,01,플랫폼OS,이현구,화11:30-14:30,3,,
전공(AI융합대학/AI빅데이터전공),567036,01,대용량데이터베이스설계,유승호,목13:30-17:30,3,,
전공(AI융합대학/AI빅데이터전공),567502,01,오픈소스소프트웨어응용,김승현,"월15:30-17:30,화09:30-11:30",3,,
전공(AI융합대학/AI빅데이터전공),567601,01,드론영상비정형데이터AI분석,서혜선,월09:30-13:30,3,,
전공(AI융합대학/AI빅데이터전공),567027,01,캡스톤디자인(빅데이터분석),김승현,월09:30-13:30,3,,
전공(AI융합대학/AI빅데이터전공),567028,01,딥러닝의이해및실습,정종진,수13:30-16:30,3,,
전공(AI융합대학/AI빅데이터전공),567029,01,서버구축관리,김승현,"화15:30-17:30,수11:30-13:30",3,,
전공(AI융합대학/국방드론융합전공),697001,01,무인기조종제어,스마강사11,"월15:30-17:30,화15:30-17:30",3,,
전공(AI융합대학/국방드론융합전공),697002,01,탐색적데이터분석,김승현,"월13:30-15:30,화13:30-15:30",3,,
전공(AI융합대학/국방드론융합전공),697003,01,현대무기체계론,이성진,"목15:30-17:00,금14:00-15:30",3,,
전공(AI융합대학/국방드론융합전공),697005,01,캡스톤디자인(항공비행제어시스템),스마강사11,수09:30-13:30,3,,
전공(AI융합대학/국방드론융합전공),697009,01,지형영상촬영제작,스마강사11,금09:30-13:30,3,,
전공(AI융합대학/스마트융합보안학과),577500,01,융합산업보안론,박현호,수09:30-12:30,3,,
전공(AI융합대학/스마트융합보안학과),577501,01,이산수학구조론,이성진,"화10:00-11:30,목10:00-11:30",3,,
전공(AI융합대학/스마트융합보안학과),577502,01,SW프로그래밍Ⅰ,김자원,"월13:30-15:30,목13:30-15:30",3,,
전공(AI융합대학/스마트융합보안학과),576007,01,데이터구조,김자원,"화13:30-15:30,수11:30-13:30",3,,
전공(AI융합대학/스마트융합보안학과),576009,01,현대암호학,이성진,"월10:00-11:30,금10:00-11:30",3,,
전공(AI융합대학/스마트융합보안학과),577505,01,운영체제와아키텍처,김자원,목17:30-18:25,3,,
전공(AI융합대학/스마트융합보안학과),577506,01,사이버보안,유동영,"목13:30-15:00,금13:30-15:00",3,,
전공(AI융합대학/스마트융합보안학과),576017,01,데이터베이스및보안,유동영,"수10:00-11:30,금12:00-13:30",3,,
전공(AI융합대학/스마트융합보안학과),576018,01,컴퓨터네트워크와보안,유동영,"월09:30-11:30,목09:30-11:30",3,,
전공(AI융합대학/스마트융합보안학과),576019,01,인공지능및보안,이성진,"화13:30-15:00,목13:30-15:00",3,,
전공(AI융합대학/스마트융합보안학과),576020,01,디지털포렌식,김자원,"월11:30-13:30,수13:30-15:30",3,,
전공(AI융합대학/스마트융합보안학과),576021,01,스마트물리보안,박현호,화09:30-12:30,3,,
전공(AI융합대학/스마트융합보안학과),576028,01,악성코드분석,유동영,"월12:00-13:30,수13:30-15:00",3,,
전공(AI융합대학/스마트융합보안학과),577512,01,SW오픈소스기초,정수경,목11:30-15:30,3,,
전공(AI융합대학/스마트융합보안학과),577604,01,캡스톤디자인(보안인증),김자원,"화11:30-13:30,목15:30-17:30",3,,
전공(AI융합대학/게임·콘텐츠융합전공),690001,01,게임기획과스토리텔링,미술강사1,화09:30-12:30,3,,
전공(AI융합대학/게임·콘텐츠융합전공),690008,01,캡스톤디자인(게임에셋활용),미술강사1,화13:30-17:30,3,,
전공(AI융합대학/지식재산창업융합전공),696000,01,창의지식재산소양,정종진,목09:30-12:30,3,,
전공(AI융합대학/지식재산창업융합전공),696001,01,기업가정신과창업,김형민,"월15:30-17:00,수14:00-15:30",3,,
전공(AI융합대학/지식재산창업융합전공),696004,01,창의발명아이디어,김현동,"월15:30-17:00,수15:30-17:00",3,,
전공(AI융합대학/지식재산창업융합전공),696005,01,디자인씽킹과비즈니스모델링,임재민,"화14:00-15:30,목15:30-17:00",3,,
전공(AI융합대학/지식재산창업융합전공),696006,01,미래산업트렌드,임재민,"화15:30-17:00,목14:00-15:30",3,,
전공(AI융합대학/지식재산창업융합전공),696010,01,창의BM지식재산,조기헌,금11:30-14:30,3,,
전공(AI융합대학/지식재산창업융합전공),696011,01,테크노·소셜·아트프러너십,김형민,"월14:00-15:30,수15:30-17:00",3,,
전공(AI융합대학/의료IT융합전공),620047,01,의료영상및헬스케어시스템,권성재,목14:00-17:00,3,,
전공(공과대학/반도체융합공학과),682500,01,반도체융합공학입문,백경갑,"수10:00-11:30,목10:00-11:30",3,,
전공(공과대학/반도체융합공학과),682501,01,반도체기초과학,나현석,"화13:30-15:30,목12:30-13:30",3,,
전공(공과대학/반도체융합공학과),682505,01,디지털논리시스템,백경갑,"수11:30-13:00,목11:30-13:00",3,,
전공(공과대학/반도체융합공학과),682506,01,전기자기학,이정재,"화11:30-13:00,금11:30-13:00",3,,
전공(공과대학/반도체융합공학과),682507,01,고체전자재료,주성후,월14:00-17:00,3,,
전공(공과대학/반도체융합공학과),682508,01,회로이론및해석1,김남선,"화13:30-15:00,수13:30-15:00",3,,
전공(공과대학/반도체융합공학과),682509,01,기초반도체공학실험Ⅰ,백경갑,목13:30-17:30,3,,
전공(공과대학/반도체융합공학과),682601,01,AI응용프로그래밍실습,김영헌,"수10:00-11:30,목10:00-11:30",3,,
전공(공과대학/전기차핵심기술융합전공),530015,01,코딩의기초,박범수,금13:30-16:30,3,,
전공(공과대학/전기차핵심기술융합전공),530003,01,전기전자공학개론,김철민,"월14:00-15:30,수11:30-13:00",3,,
전공(공과대학/전기차핵심기술융합전공),530004,01,에너지저장소재부품개론,정현택,금10:00-13:00,3,,
전공(공과대학/전기차핵심기술융합전공),530007,01,전력변환공학,김철민,"월11:30-13:00,목10:00-11:30",3,,
전공(공과대학/전기차핵심기술융합전공),530008,01,에너지소재공학,배병철,화18:25-19:15,3,,
전공(공과대학/전기차핵심기술융합전공),530011,01,전기차전력변환시스템설계,박범수,목13:30-17:30,3,,
전공(공과대학/전기차핵심기술융합전공),530012,01,탄소재료공학,이주형,수18:25-19:15,3,,
전공(공과대학/건축공학과),542500,01,건축공학입문,강경모,목14:00-17:00,3,,
전공(공과대학/건축공학과),542048,01,건축재료,심상락,금10:00-13:00,3,,
