구분,과목코드,분반,교과목명,담당교수,강의시간,학점,수강인원,제한인원
전공(인문예술대학/실용음악학과),862528,11,"전공실기심화(보컬,송라이팅,미디작곡)5",실용강사5,화11:30-12:30,1,,
전공(인문예술대학/실용음악학과),862528,12,"전공실기심화(보컬,송라이팅,미디작곡)5",실용강사5,화12:30-13:30,1,,
전공(인문예술대학/실용음악학과),862528,13,"전공실기심화(보컬,송라이팅,미디작곡)5",실용강사5,화13:30-14:30,1,,
전공(인문예술대학/실용음악학과),862528,14,"전공실기심화(보컬,송라이팅,미디작곡)5",실용강사5,화14:30-15:30,1,,
전공(인문예술대학/실용음악학과),862528,15,"전공실기심화(보컬,송라이팅,미디작곡)5",실용강사5,화15:30-16:30,1,,
전공(인문예술대학/실용음악학과),862528,16,"전공실기심화(보컬,송라이팅,미디작곡)5",실용강사5,화16:30-17:30,1,,
전공(인문예술대학/실용음악학과),862528,17,"전공실기심화(보컬,송라이팅,미디작곡)5",실용강사5,화17:30-18:25,1,,
전공(인문예술대학/실용음악학과),862529,01,퍼포먼스워크샵7,권상희,목12:30-14:30,2,,
전공(인문예술대학/실용음악학과),862530,01,캡스톤디자인(졸업연주워크샵1),권상희,월13:30-15:30,2,,
전공(인문예술대학/한국어문학과),014025,01,한국문화교육론(3영역),김연희,화09:30-12:30,3,,
전공(인문예술대학/한국어문학과),012118,01,현대시의이론과실제,전철희,화09:30-12:30,3,,
전공(인문예술대학/한국어문학과),014030,01,한국어문법교육론(3영역),김연희,"화15:00-16:30,목11:00-12:30",3,,
전공(인문예술대학/한국어문학과),014031,01,외국어로서의한국어교육실습(5영역),공하림,수13:00-16:00,3,,
전공(인문예술대학/한국어문학과),014033,01,한국어평가론(3영역),김연희,"화13:30-15:00,목09:30-11:00",3,,
전공(인문예술대학/K-문화콘텐츠융합전공),081012,01,문화트렌드의이해,박현린,수11:30-14:30,3,,
전공(인문예술대학/K-문화콘텐츠융합전공),081010,01,영상콘텐츠산업과영화읽기,최수지,수14:30-17:30,3,,
전공(인문예술대학/K-문화콘텐츠융합전공),081002,01,문화브랜딩과포지셔닝기법,조용기,금11:30-14:30,3,,
전공(인문예술대학/K-문화콘텐츠융합전공),081003,01,디자인과문화,최성운,월13:30-16:30,3,,
전공(인문예술대학/K-문화콘텐츠융합전공),081011,01,K-문화코드읽기,김승남,월10:00-13:00,3,,
전공(인문예술대학/K-문화콘텐츠융합전공),081008,01,캐릭터산업과광고,윤장호,금14:30-17:30,3,,
전공(글로벌산업통상대학/글로벌경제학과),112090,01,경제학원론,조윤기,"화14:00-15:30,수11:30-13:00",3,,
전공(글로벌산업통상대학/글로벌경제학과),112090,02,경제학원론,조윤기,"수14:00-15:30,목14:00-15:30",3,,
전공(글로벌산업통상대학/글로벌경제학과),112500,01,경제학입문,조윤기,"월14:00-15:30,목15:30-17:00",3,,
전공(글로벌산업통상대학/글로벌경제학과),114009,01,개인재무설계,신영철,화17:00-18:00,3,,
전공(글로벌산업통상대학/글로벌경제학과),112093,01,미시경제학,신영철,"화10:00-11:30,수10:00-11:30",3,,
전공(글로벌산업통상대학/글로벌경제학과),112094,01,거시경제학,현성민,월14:30-17:30,3,,
전공(글로벌산업통상대학/글로벌경제학과),112168,01,기업회계,이의경,목14:30-17:30,3,,
전공(글로벌산업통상대학/글로벌경제학과),114016,01,글로벌경제의이해,권선희,"화11:30-13:00,수11:30-13:00",3,,
전공(글로벌산업통상대학/글로벌경제학과),114016,02,글로벌경제의이해,권선희,목17:30-18:25,3,,
전공(글로벌산업통상대학/글로벌경제학과),114019,01,화폐금융,현성민,수14:30-17:30,3,,
전공(글로벌산업통상대학/글로벌경제학과),114020,01,산업경제,조윤기,"화11:30-13:00,목11:30-13:00",3,,
전공(글로벌산업통상대학/글로벌경제학과),114021,01,국제경제,권선희,"화10:00-11:30,목10:00-11:30",3,,
전공(글로벌산업통상대학/글로벌경제학과),112502,01,캡스톤디자인(글로벌경제현상분석),권선희,수13:30-17:30,3,,
전공(글로벌산업통상대학/글로벌경제학과),114011,01,전략적사고,권선희,"월10:00-11:30,수10:00-11:30",3,,
전공(글로벌산업통상대학/경영학과),121083,01,경영학원론,김정식,"수15:30-17:00,목14:00-15:30",3,,
전공(글로벌산업통상대학/경영학과),122013,01,경영통계학,김한민,"수11:30-13:00,목11:30-13:00",3,,
전공(글로벌산업통상대학/경영학과),122013,02,경영통계학,김신중,화13:30-16:30,3,,
전공(글로벌산업통상대학/경영학과),122097,01,재무회계,장석진,"화10:00-11:30,목10:00-11:30",3,,
전공(글로벌산업통상대학/경영학과),122097,02,재무회계,장석진,"화11:30-13:00,목11:30-13:00",3,,
전공(글로벌산업통상대학/경영학과),122099,01,마케팅관리,조현영,"화14:00-15:30,목14:00-15:30",3,,
전공(글로벌산업통상대학/경영학과),122099,02,마케팅관리,조현영,"화15:30-17:00,목15:30-17:00",3,,
전공(글로벌산업통상대학/경영학과),122099,03,마케팅관리,손준상,"월11:30-13:00,화11:30-13:00",3,,
전공(글로벌산업통상대학/경영학과),122100,01,조직행동론,김정식,"월14:00-15:30,수14:00-15:30",3,,
전공(글로벌산업통상대학/경영학과),122100,02,조직행동론,김정식,금20:30-21:20,3,,
전공(글로벌산업통상대학/경영학과),122126,01,계량의사결정론,김한민,"월10:00-11:30,수10:00-11:30",3,,
전공(글로벌산업통상대학/경영학과),124016,01,e-비즈니스,류성열,"월11:30-13:00,수11:30-13:00",3,,
전공(글로벌산업통상대학/경영학과),124016,02,e-비즈니스,류성열,금10:30-13:30,3,,
전공(글로벌산업통상대학/경영학과),124016,03,e-비즈니스,류성열,월17:30-18:25,3,,
전공(글로벌산업통상대학/경영학과),122043,01,증권투자론,금병욱,"화11:30-13:00,목11:30-13:00",3,,
전공(글로벌산업통상대학/경영학과),122043,02,증권투자론,금병욱,"월15:30-17:00,수15:30-17:00",3,,
전공(글로벌산업통상대학/경영학과),122043,03,증권투자론,이의경,수09:30-12:30,3,,
전공(글로벌산업통상대학/경영학과),122104,01,원가.관리회계,장석진,"월11:30-13:00,수11:30-13:00",3,,
전공(글로벌산업통상대학/경영학과),122104,02,원가.관리회계,장석진,금17:30-18:25,3,,
전공(글로벌산업통상대학/경영학과),122114,01,서비스운영관리,김한민,"월14:00-15:30,화14:00-15:30",3,,
전공(글로벌산업통상대학/경영학과),122114,02,서비스운영관리,김신중,화09:30-12:30,3,,
전공(글로벌산업통상대학/경영학과),125003,01,공급사슬관리,류성열,"수14:00-15:30,목14:00-15:30",3,,
전공(글로벌산업통상대학/경영학과),122044,01,소비자행동론,조현영,"월11:30-13:00,수11:30-13:00",3,,
전공(글로벌산업통상대학/경영학과),122044,02,소비자행동론,손준상,"월14:00-15:30,화14:00-15:30",3,,
전공(글로벌산업통상대학/경영학과),122046,01,경영분석,금병욱,"화14:00-15:30,목14:00-15:30",3,,
전공(글로벌산업통상대학/경영학과),122046,02,경영분석,이의경,수14:30-17:30,3,,
전공(글로벌산업통상대학/경영학과),122111,01,경영전략론,김정식,"월15:30-17:00,목15:30-17:00",3,,
전공(글로벌산업통상대학/경영학과),122111,02,경영전략론,김정식,화19:15-20:05,3,,
전공(글로벌산업통상대학/경영학과),122501,01,취창업세미나(경영),김정식,금13:30-16:30,3,,
전공(글로벌산업통상대학/경영학과),125014,01,비즈니스애널리틱스,류성열,"월14:00-15:30,목11:30-13:00",3,,
전공(글로벌산업통상대학/국제통상학과),132082,01,비즈니스영어,맹철규,"화10:00-11:30,수10:00-11:30",3,,
전공(글로벌산업통상대학/국제통상학과),132082,02,비즈니스영어,맹철규,목19:40-20:30,3,,
전공(글로벌산업통상대학/국제통상학과),135021,01,국제통상학의이해,고재길,"월11:30-13:00,수11:30-13:00",3,,
전공(글로벌산업통상대학/국제통상학과),131011,01,국제통상실무I,손상기,"화11:30-13:00,수11:30-13:00",3,,
전공(글로벌산업통상대학/국제통상학과),131011,02,국제통상실무I,손상기,월19:40-20:30,3,,
전공(글로벌산업통상대학/국제통상학과),132034,01,국제금융론,고재길,"월10:00-11:30,화10:00-11:30",3,,
전공(글로벌산업통상대학/국제통상학과),132034,02,국제금융론,고재길,목18:25-19:15,3,,
전공(글로벌산업통상대학/국제통상학과),135017,01,무역관련기본법규,오진호,"월14:00-15:30,화13:30-15:00",3,,
전공(글로벌산업통상대학/국제통상학과),135022,01,글로벌e-Business,고형일,수13:30-16:30,3,,
전공(글로벌산업통상대학/국제통상학과),132031,01,대금결제론,손상기,"월11:30-13:00,목11:30-13:00",3,,
전공(글로벌산업통상대학/국제통상학과),132033,01,국제운송론,오진호,"수11:30-13:00,목14:00-15:30",3,,
전공(글로벌산업통상대학/국제통상학과),132601,01,디지털무역론,오진호,"화15:30-17:00,수14:00-15:30",3,,
전공(글로벌산업통상대학/국제통상학과),135003,01,무역과통상정책,고재길,"수10:00-11:30,목10:00-11:30",3,,
전공(글로벌산업통상대학/국제통상학과),135007,01,신용장클레임사례,손상기,"월10:00-11:30,화10:00-11:30",3,,
전공(글로벌산업통상대학/국제통상학과),135019,01,동북아통상론,고재길,"월14:00-15:30,화11:30-13:00",3,,
전공(글로벌산업통상대학/국제통상학과),132048,01,국제경영전략,손상기,"수10:00-11:30,목10:00-11:30",3,,
전공(글로벌산업통상대학/국제통상학과),132048,02,국제경영전략,손상기,금19:40-20:30,3,,
전공(글로벌산업통상대학/국제통상학과),132500,01,취창업세미나(국통),정필성,화13:30-17:30,3,,
전공(글로벌산업통상대학/국제통상학과),135008,01,국제유통세미나,오진호,"월11:30-13:00,목11:30-13:00",3,,
전공(글로벌산업통상대학/국제통상학과),135025,01,"캡스톤디자인(무역,e-Business)",고재길,수13:30-17:30,3,,
전공(글로벌산업통상대학/국제지역학전공),252500,01,경제분석원론,최윤상,"화14:00-15:30,목14:00-15:30",3,,
전공(글로벌산업통상대학/국제지역학전공),252501,01,문화와정치,노병렬,"월13:30-15:00,수13:30-15:00",3,,
전공(글로벌산업통상대학/국제지역학전공),252502,01,국제지역학의입문,노병렬,"월15:30-17:00,수15:30-17:00",3,,
전공(글로벌산업통상대학/국제지역학전공),252601,01,영어회화기초,Sarah Choi,"수10:00-11:30,목10:00-11:30",3,,
전공(글로벌산업통상대학/국제지역학전공),252601,02,영어회화기초,Sarah Choi,"수11:30-13:00,목11:30-13:00",3,,
전공(글로벌산업통상대학/국제지역학전공),255030,01,동아시아세계와일본,최석완,"월11:30-13:00,화11:30-13:00",3,,
전공(글로벌산업통상대학/국제지역학전공),252505,01,글로벌경제,최윤상,"수15:30-17:00,목15:30-17:00",3,,
전공(글로벌산업통상대학/국제지역학전공),252506,01,세계화의이슈와쟁점,노병렬,화11:30-14:30,3,,
전공(글로벌산업통상대학/국제지역학전공),252507,01,동아시아비교문화론,최석완,"월15:30-17:00,화15:30-17:00",3,,
전공(글로벌산업통상대학/국제지역학전공),255026,01,초급일어회화,타카쿠사키미나,"목13:30-15:00,금13:30-15:00",3,,
전공(글로벌산업통상대학/국제지역학전공),255026,02,초급일어회화,최석완,"월10:00-11:30,화10:00-11:30",3,,
전공(글로벌산업통상대학/국제지역학전공),252131,01,고급일어회화,타카쿠사키미나,"목11:30-13:00,금11:30-13:00",3,,
전공(글로벌산업통상대학/국제지역학전공),252603,01,국제정치경제와글로벌거버넌스,노병렬,"월11:30-13:00,수11:30-13:00",3,,
전공(글로벌산업통상대학/국제지역학전공),252604,01,글로벌산업구조및무역정책,최윤상,"수14:00-15:30,금14:00-15:30",3,,
전공(글로벌산업통상대학/국제지역학전공),254022,01,일본문학세미나,타카쿠사키미나,"월13:30-15:00,화13:30-15:00",3,,
전공(글로벌산업통상대학/국제지역학전공),255008,01,비즈니스일본어I,타카쿠사키미나,"월11:30-13:00,화11:30-13:00",3,,
전공(글로벌산업통상대학/국제지역학전공),255032,01,일본학세미나Ⅰ,최석완,"수10:00-11:30,목10:00-11:30",3,,
전공(글로벌산업통상대학/중국학전공),262500,01,기초중국어회화1,최금단,"화14:00-15:30,수10:00-11:30",3,,
전공(글로벌산업통상대학/중국학전공),262500,02,기초중국어회화1,최금단,"수11:30-13:00,목10:00-11:30",3,,
전공(글로벌산업통상대학/중국학전공),262500,03,기초중국어회화1,최금단,화15:30-18:25,3,,
전공(글로벌산업통상대학/중국학전공),264018,01,중국지역학입문,조대원,월20:30-21:20,3,,
전공(글로벌산업통상대학/중국학전공),264026,01,초급중국어1,여문리,목11:30-14:30,3,,
전공(글로벌산업통상대학/중국학전공),264026,02,초급중국어1,여문리,목15:30-18:25,3,,
전공(글로벌산업통상대학/중국학전공),261003,01,중급중국어1,박상림,"수10:00-11:30,목10:00-11:30",3,,
전공(글로벌산업통상대학/중국학전공),261003,02,중급중국어1,박상림,"수14:00-15:30,목14:00-15:30",3,,
전공(글로벌산업통상대학/중국학전공),262025,01,한중무역실무,조대원,화20:30-21:20,3,,
전공(글로벌산업통상대학/중국학전공),262025,02,한중무역실무,박정수,금10:00-13:00,3,,
전공(글로벌산업통상대학/중국학전공),262046,01,중국문학개론,권인영,목13:30-16:30,3,,
전공(글로벌산업통상대학/중국학전공),262503,01,중급중국어회화1,최금단,"목11:30-13:00,금10:00-11:30",3,,
전공(글로벌산업통상대학/중국학전공),262503,02,중급중국어회화1,박상림,"수11:30-13:00,목11:30-13:00",3,,
전공(글로벌산업통상대학/중국학전공),262503,03,중급중국어회화1,최금단,수13:00-16:00,3,,
전공(글로벌산업통상대학/중국학전공),262074,01,외국어교과교육론,조미영,수15:30-18:25,3,,
전공(글로벌산업통상대학/중국학전공),262076,01,외국어교과논리및논술,조미영,목15:30-18:25,3,,
전공(글로벌산업통상대학/중국학전공),262505,01,미디어중국어,권인영,목10:30-13:30,3,,
전공(글로벌산업통상대학/중국학전공),264011,01,중국기업분석,조대원,"수14:00-15:30,목14:00-15:30",3,,
전공(글로벌산업통상대학/중국학전공),264011,02,중국기업분석,박정수,금13:30-16:30,3,,
전공(글로벌산업통상대학/중국학전공),264032,01,중국어작문1,동총,수10:30-13:30,3,,
전공(글로벌산업통상대학/중국학전공),264032,02,중국어작문1,동총,수15:30-18:25,3,,
전공(글로벌산업통상대학/중국학전공),264032,03,중국어작문1,박상림,화10:00-13:00,3,,
전공(글로벌산업통상대학/중국학전공),262507,01,고급HSK연습,장천,목11:30-14:30,3,,
전공(글로벌산업통상대학/중국학전공),262508,01,취창업세미나(중국학),조대원,수15:30-18:25,3,,
전공(글로벌산업통상대학/중국학전공),264023,01,고급중국어,장천,목15:30-18:25,3,,
전공(글로벌산업통상대학/중국학전공),264048,01,중국CEO연구,조대원,"월14:00-15:30,화14:00-15:30",3,,
전공(글로벌산업통상대학/중국학전공),264048,02,중국CEO연구,박상림,월10:00-13:00,3,,
전공(글로벌산업통상대학/미국학전공),241046,01,미국정부,정임재,수11:30-14:30,3,,
전공(글로벌산업통상대학/미국학전공),242104,01,미국산업구조,최윤상,화15:30-18:25,3,,
전공(글로벌산업통상대학/미국학전공),242117,01,미국사상,정임재,수15:30-18:25,3,,
전공(공공인재대학/공공인재법학과),161003,01,헌법I,김도협,목09:30-12:30,3,,
전공(공공인재대학/공공인재법학과),161003,02,헌법I,김도협,목21:20-22:10,3,,
전공(공공인재대학/공공인재법학과),162500,01,법학입문,최용전,"월13:30-15:00,목13:30-15:00",3,,
전공(공공인재대학/공공인재법학과),162500,02,법학입문,최용전,목10:00-13:00,3,,
전공(공공인재대학/공공인재법학과),161049,01,형법총론,최대호,"화11:30-13:00,수11:30-13:00",3,,
전공(공공인재대학/공공인재법학과),162097,01,물권법,이종덕,"목11:30-13:00,금11:30-13:00",3,,
전공(공공인재대학/공공인재법학과),162097,02,물권법,이종덕,수15:30-18:25,3,,
전공(공공인재대학/공공인재법학과),165001,01,행정법총론,최용전,"월10:00-11:30,수10:00-11:30",3,,
전공(공공인재대학/공공인재법학과),165001,02,행정법총론,최용전,금19:15-20:05,3,,
전공(공공인재대학/공공인재법학과),165011,01,헌법재판과판례,장욱,목13:30-16:30,3,,
전공(공공인재대학/공공인재법학과),165011,02,헌법재판과판례,김도협,금10:00-13:00,3,,
전공(공공인재대학/공공인재법학과),165015,01,LEET연습,최대호,"화15:30-17:00,수15:30-17:00",3,,
전공(공공인재대학/공공인재법학과),165016,01,상법Ⅰ,이종덕,"목10:00-11:30,금10:00-11:30",3,,
전공(공공인재대학/공공인재법학과),165016,02,상법Ⅰ,이종덕,목16:30-19:15,3,,
전공(공공인재대학/공공인재법학과),165019,01,공직선거법,김도협,목13:30-16:30,3,,
전공(공공인재대학/공공인재법학과),165020,01,가족정책법,천영성,"월11:30-13:00,화11:30-13:00",3,,
전공(공공인재대학/공공인재법학과),165026,01,민사소송법실무Ⅰ,김명엽,수13:30-17:30,3,,
전공(공공인재대학/공공인재법학과),165031,01,형사소송법I,최대호,"월10:00-11:30,화10:00-11:30",3,,
전공(공공인재대학/공공인재법학과),165031,02,형사소송법I,최대호,월13:30-16:30,3,,
전공(공공인재대학/공공인재법학과),162601,01,AI시대의노동법,이종덕,"화10:00-11:30,수10:00-11:30",3,,
전공(공공인재대학/공공인재법학과),165022,01,부동산법Ⅱ,장욱,목09:30-12:30,3,,
전공(공공인재대학/공공인재법학과),165028,01,실용행정법,최용전,"수11:30-13:00,목15:30-17:00",3,,
전공(공공인재대학/공공인재법학과),165029,01,실용형법,최대호,"월11:30-13:00,수13:30-15:00",3,,
전공(공공인재대학/행정정보학과),172001,01,행정학원론,홍성우,"월11:30-13:00,목11:30-13:00",3,,
전공(공공인재대학/행정정보학과),172501,01,기초행정학,고대유,"수15:30-17:00,목15:30-17:00",3,,
전공(공공인재대학/행정정보학과),175029,01,행정과컴퓨터프로그래밍,김창진,"월13:30-15:00,목13:30-15:00",3,,
전공(공공인재대학/행정정보학과),172006,01,행정조사방법론,고대유,"화13:30-15:00,금11:30-13:00",3,,
전공(공공인재대학/행정정보학과),174009,01,정책학,김종래,월09:30-12:30,3,,
전공(공공인재대학/행정정보학과),175005,01,행정조직관리론,행정강사2,"화10:00-11:30,금10:00-11:30",3,,
전공(공공인재대학/행정정보학과),175031,01,공공데이터베이스관리론,김창진,"목15:30-17:00,금13:30-15:00",3,,
전공(공공인재대학/행정정보학과),175043,01,NCS기반취업설계,홍성우,"월13:30-15:00,목13:30-15:00",3,,
전공(공공인재대학/행정정보학과),172010,01,지방재정론,행정강사2,"월10:00-11:30,수10:00-11:30",3,,
전공(공공인재대학/행정정보학과),172502,01,캡스톤디자인(지역발전),홍성우,화11:30-15:30,3,,
전공(공공인재대학/행정정보학과),175036,01,전산회계실무,고대유,"수13:30-15:00,목13:30-15:00",3,,
전공(공공인재대학/행정정보학과),175037,01,행정법개론,이진규,수15:00-18:00,3,,
전공(공공인재대학/행정정보학과),172054,01,공기업론,행정강사2,"월13:30-15:00,수13:30-15:00",3,,
전공(공공인재대학/행정정보학과),172602,01,AI행정실무,김창진,"월10:00-11:30,수10:00-11:30",3,,
전공(공공인재대학/행정정보학과),175038,01,행정공공이론,행정강사4,화14:30-17:30,3,,
전공(공공인재대학/행정정보학과),175039,01,빅데이터시각화,김창진,"월15:30-17:00,수15:30-17:00",3,,
전공(공공인재대학/사회복지학과),191001,01,사회복지학개론,안치민,"화13:30-15:00,수13:30-15:00",3,,
전공(공공인재대학/사회복지학과),192601,01,문화다양성과사회복지,사회강사1,"화11:30-13:00,금11:30-13:00",3,,
전공(공공인재대학/사회복지학과),195014,01,사회복지현장의탐색,배종필,목13:30-17:30,3,,
전공(공공인재대학/사회복지학과),192007,01,가족복지론,김소희,"화11:30-13:00,목11:30-13:00",3,,
전공(공공인재대학/사회복지학과),192007,02,가족복지론,김소희,"화14:00-15:30,목14:00-15:30",3,,
전공(공공인재대학/사회복지학과),192017,01,장애인복지론,배종필,"월10:00-11:30,목10:00-11:30",3,,
전공(공공인재대학/사회복지학과),192017,02,장애인복지론,사회강사1,"목11:30-13:00,금10:00-11:30",3,,
전공(공공인재대학/사회복지학과),192027,01,사회복지조사론,홍세영,"월14:00-15:30,수11:30-13:00",3,,
전공(공공인재대학/사회복지학과),192027,02,사회복지조사론,홍세영,"화10:00-11:30,수14:00-15:30",3,,
전공(공공인재대학/사회복지학과),195008,01,사회복지법제와실천,홍세영,"월11:30-13:00,금11:30-13:00",3,,
전공(공공인재대학/사회복지학과),195008,02,사회복지법제와실천,홍세영,"수10:00-11:30,금14:00-15:30",3,,
전공(공공인재대학/사회복지학과),192031,01,사회복지실천기술론,이수비,"화12:00-13:30,수10:00-11:30",3,,
전공(공공인재대학/사회복지학과),192031,02,사회복지실천기술론,이수비,"화13:30-15:00,목10:00-11:30",3,,
전공(공공인재대학/사회복지학과),192036,01,사회복지정책론,안치민,"화15:30-17:00,목13:30-15:00",3,,
전공(공공인재대학/사회복지학과),192036,02,사회복지정책론,안치민,"수15:30-17:00,목15:30-17:00",3,,
전공(공공인재대학/사회복지학과),192043,01,프로그램개발과평가,김소희,"월11:30-13:00,수11:30-13:00",3,,
전공(공공인재대학/사회복지학과),192043,02,프로그램개발과평가,김소희,"월14:00-15:30,수14:00-15:30",3,,
전공(공공인재대학/사회복지학과),195011,01,학교사회복지론,정명희,화10:30-13:30,3,,
전공(공공인재대학/사회복지학과),192015,01,사회복지현장실습II,배종필,월13:30-17:30,3,,
전공(공공인재대학/사회복지학과),192056,01,사례관리론,정명희,화13:30-17:30,3,,
전공(공공인재대학/사회복지학과),192602,01,AI기반사회문제해결과복지실무,이수비,수11:30-15:30,3,,
전공(공공인재대학/사회복지학과),192602,02,AI기반사회문제해결과복지실무,이수비,목11:30-15:30,3,,
전공(공공인재대학/사회복지학과),195009,01,정신건강사회복지론,이수비,금10:30-13:30,3,,
전공(공공인재대학/아동학과),191004,01,보육학개론,박영아,"화12:00-13:30,수13:30-15:00",3,,
전공(공공인재대학/아동학과),191005,01,영유아발달,김영희,"월12:00-13:30,목11:30-13:00",3,,
전공(공공인재대학/아동학과),191005,02,영유아발달,손지향,금10:00-13:00,3,,
전공(공공인재대학/아동학과),234026,01,건강가정론,최경,"월10:00-11:30,금10:00-11:30",3,,
전공(공공인재대학/아동학과),232045,01,아동미술,박영아,목12:30-15:30,3,,
전공(공공인재대학/아동학과),232045,02,아동미술,김형연,화10:00-13:00,3,,
전공(공공인재대학/아동학과),234011,01,보육과정,최경,"화10:00-11:30,금11:30-13:00",3,,
전공(공공인재대학/아동학과),234012,01,아동관찰및행동연구,이혜원,"월11:30-13:00,수10:00-11:30",3,,
전공(공공인재대학/아동학과),234012,02,아동관찰및행동연구,손지향,금13:30-16:30,3,,
전공(공공인재대학/아동학과),234014,01,놀이지도,김영희,"화13:30-15:00,목10:00-11:30",3,,
전공(공공인재대학/아동학과),234022,01,아동동작,박영아,"화10:00-11:30,금10:00-11:30",3,,
전공(공공인재대학/아동학과),234023,01,아동수학지도,최경,목09:30-12:30,3,,
전공(공공인재대학/아동학과),234023,02,아동수학지도,김형연,화13:30-16:30,3,,
전공(공공인재대학/아동학과),235006,01,영유아교수방법론,이혜원,"월10:00-11:30,화12:00-13:30",3,,
전공(공공인재대학/아동학과),235006,02,영유아교수방법론,신지현,목14:30-17:30,3,,
전공(공공인재대학/아동학과),235017,01,부모교육론,김영희,수11:30-14:30,3,,
전공(공공인재대학/아동학과),232023,01,보육실습,이혜원,금10:30-13:30,3,,
전공(공공인재대학/미디어커뮤니케이션학과),211159,01,휴먼커뮤니케이션,조수선,"월13:30-15:00,목11:30-13:00",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215003,01,미디어의이해,이용준,"화13:30-15:00,목13:30-15:00",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215003,02,미디어의이해,이용준,"화15:30-17:00,목15:30-17:00",3,,
전공(공공인재대학/미디어커뮤니케이션학과),232500,01,미디어커뮤니케이션입문,황지원,"월11:30-13:00,수11:30-13:00",3,,
전공(공공인재대학/미디어커뮤니케이션학과),214011,01,출판과전자책,이용준,"수11:30-13:00,금12:00-13:30",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215004,01,비주얼커뮤니케이션제작,이예지,월09:30-13:30,3,,
전공(공공인재대학/미디어커뮤니케이션학과),215008,01,PR론,김태양,수13:30-16:30,3,,
전공(공공인재대학/미디어커뮤니케이션학과),215008,02,PR론,황지원,"월15:30-17:00,수10:00-11:30",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215008,03,PR론,김태양,수20:30-21:20,3,,
전공(공공인재대학/미디어커뮤니케이션학과),215018,01,스포츠와데이터저널리즘의이해,이정훈,"월13:30-15:00,금10:00-11:30",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215030,01,영상제작프로젝트,김연성,화09:30-13:30,3,,
전공(공공인재대학/미디어커뮤니케이션학과),215030,02,영상제작프로젝트,김연성,화13:30-17:30,3,,
전공(공공인재대학/미디어커뮤니케이션학과),214017,01,미디어조사방법론,이정훈,"수11:30-13:00,목11:30-13:00",3,,
전공(공공인재대학/미디어커뮤니케이션학과),214017,02,미디어조사방법론,이정훈,"수14:00-15:30,금12:00-13:30",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215010,01,광고전략기획,조재현,"월10:00-11:30,화10:00-11:30",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215010,02,광고전략기획,조재현,"월13:30-15:00,화13:30-15:00",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215012,01,모바일콘텐츠제작,이예지,월13:30-17:30,3,,
전공(공공인재대학/미디어커뮤니케이션학과),215022,01,문화콘텐츠,조수선,"월11:30-13:00,목13:30-15:00",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215022,02,문화콘텐츠,조수선,"화11:30-13:00,금10:00-11:30",3,,
전공(공공인재대학/미디어커뮤니케이션학과),215028,01,광고와사회,조재현,"수10:00-11:30,목10:00-11:30",3,,
전공(공공인재대학/미디어커뮤니케이션학과),214019,01,광고홍보실습,조재현,수13:30-17:30,3,,
전공(공공인재대학/미디어커뮤니케이션학과),232501,01,취창업세미나(미디어커뮤니케이션),김태양,목13:30-16:30,3,,
전공(공공인재대학/문헌정보학과),221004,01,문헌정보학개론,장인호,수13:30-16:30,3,,
전공(공공인재대학/문헌정보학과),222001,01,고전자료의이해,유부현,"화12:00-13:30,목09:30-11:00",3,,
전공(공공인재대학/문헌정보학과),225007,01,지식정보사회론,문헌강사1,월14:30-17:30,3,,
전공(공공인재대학/문헌정보학과),225024,01,학교도서관경영의이해,심효정,"수11:30-13:00,목13:30-15:00",3,,
전공(공공인재대학/문헌정보학과),221005,01,문헌분류론,윤현수,"월14:00-15:30,화15:30-17:00",3,,
전공(공공인재대학/문헌정보학과),221005,02,문헌분류론,윤현수,"월15:30-17:00,화14:00-15:30",3,,
전공(공공인재대학/문헌정보학과),222005,01,서지학(문헌학)개론,유부현,"월12:00-13:30,금09:30-11:00",3,,
전공(공공인재대학/문헌정보학과),222501,01,데이터사이언스의이해,송민선,"화10:00-11:30,목13:30-15:00",3,,
전공(공공인재대학/문헌정보학과),225010,01,도서관정보센터경영이론,최지영,수09:30-12:30,3,,
전공(공공인재대학/문헌정보학과),222026,01,고서감정법,유부현,"월09:30-11:00,화09:30-11:00",3,,
전공(공공인재대학/문헌정보학과),222044,01,자료조직연습,최지영,수13:30-16:30,3,,
전공(공공인재대학/문헌정보학과),225013,01,데이터큐레이션,송민선,"월11:30-13:00,수11:30-13:00",3,,
전공(공공인재대학/문헌정보학과),225014,01,도서관정보센터경영실무,심효정,"화13:30-15:00,금10:00-11:30",3,,
전공(공공인재대학/문헌정보학과),222087,01,도서관실습,심효정,"화15:30-17:30,금11:30-13:30",3,,
전공(공공인재대학/문헌정보학과),222503,01,데이터베이스운영론,송민선,"화11:30-13:00,목11:30-13:00",3,,
전공(공공인재대학/문헌정보학과),222504,01,취창업세미나(문헌정보),송민선,월14:30-17:30,3,,
